Symbol,buyerMemberId,sellerMemberId,volume,rate,amount,transaction_time,Contract ID
GSY,34,45,100,9.9,990.0,"2026-04-28, 2:56:32:854 PM",2026042801107290
GSY,34,57,100,9.9,990.0,"2026-04-28, 2:47:42:311 PM",2026042801101820
GSY,34,58,100,9.9,990.0,"2026-04-28, 2:45:38:779 PM",2026042801100683
GSY,34,62,300,9.9,2970.0,"2026-04-28, 2:37:49:193 PM",2026042801095679
GSY,34,58,100,9.9,990.0,"2026-04-28, 2:17:24:452 PM",2026042801086642
GSY,34,58,100,9.9,990.0,"2026-04-28, 2:14:17:004 PM",2026042801085221
GSY,34,57,100,9.9,990.0,"2026-04-28, 2:06:21:123 PM",2026042801081593
GSY,34,45,100,9.9,990.0,"2026-04-28, 1:57:46:108 PM",2026042801078135
GSY,34,45,100,9.9,990.0,"2026-04-28, 1:51:20:671 PM",2026042801075632
GSY,42,58,100,10.0,1000.0,"2026-04-28, 1:42:38:430 PM",2026042801072904
GSY,34,45,100,9.9,990.0,"2026-04-28, 1:35:49:045 PM",2026042801070875
GSY,34,41,500,9.9,4950.0,"2026-04-28, 1:27:10:862 PM",2026042801068712
GSY,34,56,100,9.9,990.0,"2026-04-28, 1:23:57:610 PM",2026042801068079
GSY,34,54,200,9.9,1980.0,"2026-04-28, 1:16:14:703 PM",2026042801066184
GSY,34,58,110,9.9,1089.0,"2026-04-28, 1:15:57:333 PM",2026042801066111
GSY,34,45,100,9.9,990.0,"2026-04-28, 1:12:56:518 PM",2026042801065244
GSY,58,48,100,10.0,1000.0,"2026-04-28, 1:11:01:858 PM",2026042801064799
GSY,34,34,100,9.9,990.0,"2026-04-28, 1:01:51:186 PM",2026042801062223
GSY,34,35,100,9.9,990.0,"2026-04-28, 12:49:35:307 PM",2026042801058650
GSY,34,74,200,9.9,1980.0,"2026-04-28, 12:38:20:270 PM",2026042801054772
GSY,58,48,100,9.92,992.0,"2026-04-28, 12:33:38:995 PM",2026042801052301
GSY,58,48,100,9.92,992.0,"2026-04-28, 12:32:32:231 PM",2026042801051824
GSY,58,48,100,9.92,992.0,"2026-04-28, 12:29:20:313 PM",2026042801050446
GSY,58,58,100,9.92,992.0,"2026-04-28, 12:25:36:906 PM",2026042801048813
GSY,58,58,100,9.92,992.0,"2026-04-28, 12:25:02:543 PM",2026042801048537
GSY,58,57,300,9.92,2976.0,"2026-04-28, 12:17:49:129 PM",2026042801045313
GSY,58,42,100,9.92,992.0,"2026-04-28, 12:07:48:399 PM",2026042801041369
GSY,58,38,100,9.92,992.0,"2026-04-28, 12:01:07:434 PM",2026042801038254
GSY,58,45,100,9.92,992.0,"2026-04-28, 12:00:55:193 PM",2026042801038146
GSY,34,19,100,9.9,990.0,"2026-04-28, 11:55:20:493 AM",2026042801035211
GSY,88,14,100,9.95,995.0,"2026-04-28, 11:42:13:457 AM",2026042801028628
GSY,58,1,100,9.85,985.0,"2026-04-28, 11:36:51:811 AM",2026042801025752
GSY,58,35,100,9.85,985.0,"2026-04-28, 11:35:19:972 AM",2026042801024460
GSY,58,14,100,9.85,985.0,"2026-04-28, 11:33:18:200 AM",2026042801022979
GSY,58,58,100,9.85,985.0,"2026-04-28, 11:22:29:759 AM",2026042801016685
GSY,17,58,100,9.89,989.0,"2026-04-28, 11:21:45:535 AM",2026042801016144
GSY,17,45,100,9.89,989.0,"2026-04-28, 11:08:47:716 AM",2026042801006996
GSY,17,58,100,9.89,989.0,"2026-04-28, 11:08:22:778 AM",2026042801006706
GSY,17,58,100,9.89,989.0,"2026-04-28, 11:05:51:732 AM",2026042801004968
