Symbol,buyerMemberId,sellerMemberId,volume,rate,amount,transaction_time,Contract ID
SRLI,16,42,10,394.0,3940.0,"2026-04-28, 2:59:59:036 PM",2026042801111025
SRLI,44,82,64,392.3,25107.2,"2026-04-28, 2:59:57:016 PM",2026042801110897
SRLI,49,82,26,393.0,10218.0,"2026-04-28, 2:59:57:016 PM",2026042801110896
SRLI,49,36,12,393.0,4716.0,"2026-04-28, 2:59:55:324 PM",2026042801110751
SRLI,49,52,12,393.0,4716.0,"2026-04-28, 2:59:45:197 PM",2026042801110466
SRLI,67,47,11,394.0,4334.0,"2026-04-28, 2:59:38:646 PM",2026042801110285
SRLI,67,58,21,393.9,8271.9,"2026-04-28, 2:59:33:261 PM",2026042801110179
SRLI,58,59,1,393.0,393.0,"2026-04-28, 2:58:39:434 PM",2026042801109032
SRLI,58,58,12,393.0,4716.0,"2026-04-28, 2:58:39:434 PM",2026042801109031
SRLI,51,49,12,393.5,4722.0,"2026-04-28, 2:57:52:630 PM",2026042801108400
SRLI,51,38,10,393.5,3935.0,"2026-04-28, 2:57:30:214 PM",2026042801108148
SRLI,45,48,68,394.0,26792.0,"2026-04-28, 2:54:33:834 PM",2026042801105839
SRLI,45,41,12,394.0,4728.0,"2026-04-28, 2:54:33:834 PM",2026042801105838
SRLI,45,57,66,394.0,26004.0,"2026-04-28, 2:54:33:833 PM",2026042801105837
SRLI,58,58,12,393.0,4716.0,"2026-04-28, 2:53:50:891 PM",2026042801105374
SRLI,58,14,12,393.0,4716.0,"2026-04-28, 2:52:58:427 PM",2026042801104876
SRLI,58,22,24,393.0,9432.0,"2026-04-28, 2:52:42:139 PM",2026042801104692
SRLI,58,38,12,393.0,4716.0,"2026-04-28, 2:52:18:863 PM",2026042801104332
SRLI,58,5,89,393.0,34977.0,"2026-04-28, 2:51:39:029 PM",2026042801103870
SRLI,58,42,12,393.0,4716.0,"2026-04-28, 2:51:37:572 PM",2026042801103855
SRLI,58,52,12,393.0,4716.0,"2026-04-28, 2:51:33:151 PM",2026042801103815
SRLI,44,5,11,393.2,4325.2,"2026-04-28, 2:51:21:685 PM",2026042801103705
SRLI,44,35,12,393.2,4718.4,"2026-04-28, 2:50:50:064 PM",2026042801103390
SRLI,44,49,12,393.2,4718.4,"2026-04-28, 2:50:25:834 PM",2026042801103219
SRLI,49,57,134,394.0,52796.0,"2026-04-28, 2:50:05:487 PM",2026042801103016
SRLI,58,17,11,393.0,4323.0,"2026-04-28, 2:49:31:392 PM",2026042801102722
SRLI,58,50,15,393.0,5895.0,"2026-04-28, 2:48:31:864 PM",2026042801102237
SRLI,38,50,47,393.2,18480.4,"2026-04-28, 2:47:43:457 PM",2026042801101825
SRLI,38,49,15,393.2,5898.0,"2026-04-28, 2:47:28:699 PM",2026042801101715
SRLI,38,43,100,393.2,39320.0,"2026-04-28, 2:46:27:817 PM",2026042801101131
SRLI,38,49,12,393.2,4718.4,"2026-04-28, 2:45:50:160 PM",2026042801100790
SRLI,38,49,12,393.2,4718.4,"2026-04-28, 2:44:58:360 PM",2026042801100248
SRLI,38,44,14,393.2,5504.8,"2026-04-28, 2:44:07:973 PM",2026042801099807
SRLI,44,22,12,392.3,4707.6,"2026-04-28, 2:42:14:390 PM",2026042801098370
SRLI,44,11,25,392.3,9807.5,"2026-04-28, 2:41:47:247 PM",2026042801098050
SRLI,44,62,68,392.3,26676.4,"2026-04-28, 2:39:39:353 PM",2026042801096642
SRLI,94,62,60,392.5,23550.0,"2026-04-28, 2:39:39:353 PM",2026042801096641
SRLI,57,62,19,392.8,7463.2,"2026-04-28, 2:39:39:353 PM",2026042801096640
SRLI,39,62,50,393.0,19650.0,"2026-04-28, 2:39:39:353 PM",2026042801096639
SRLI,58,62,50,393.0,19650.0,"2026-04-28, 2:39:39:353 PM",2026042801096638
SRLI,44,62,20,393.0,7860.0,"2026-04-28, 2:39:39:353 PM",2026042801096637
SRLI,21,62,21,393.0,8253.0,"2026-04-28, 2:39:39:353 PM",2026042801096636
SRLI,57,62,20,393.1,7862.0,"2026-04-28, 2:39:39:352 PM",2026042801096635
SRLI,43,62,110,393.4,43274.0,"2026-04-28, 2:38:13:044 PM",2026042801095917
SRLI,75,62,50,393.4,19670.0,"2026-04-28, 2:38:13:044 PM",2026042801095916
SRLI,75,62,32,393.4,12588.8,"2026-04-28, 2:38:13:043 PM",2026042801095915
SRLI,75,71,24,393.4,9441.6,"2026-04-28, 2:37:22:780 PM",2026042801095469
SRLI,75,57,11,393.4,4327.4,"2026-04-28, 2:36:55:104 PM",2026042801095246
SRLI,75,44,12,393.4,4720.799999999999,"2026-04-28, 2:36:31:653 PM",2026042801095025
SRLI,58,22,2,381.6,763.2,"2026-04-28, 2:34:29:467 PM",2026042801094077
SRLI,53,53,2,390.1,780.2,"2026-04-28, 2:33:04:806 PM",2026042801093397
SRLI,53,59,2,390.0,780.0,"2026-04-28, 2:32:11:919 PM",2026042801092973
SRLI,75,58,10,393.4,3934.0,"2026-04-28, 2:27:58:655 PM",2026042801091284
SRLI,75,46,11,393.4,4327.4,"2026-04-28, 2:24:49:217 PM",2026042801089844
SRLI,4,49,12,393.4,4720.799999999999,"2026-04-28, 2:21:59:898 PM",2026042801088648
SRLI,4,52,51,393.4,20063.4,"2026-04-28, 2:19:48:030 PM",2026042801087667
SRLI,4,52,80,393.4,31472.0,"2026-04-28, 2:19:48:029 PM",2026042801087666
SRLI,4,43,11,393.4,4327.4,"2026-04-28, 2:18:33:108 PM",2026042801087170
SRLI,4,34,109,393.4,42880.6,"2026-04-28, 2:15:40:772 PM",2026042801085852
SRLI,58,34,40,393.4,15736.0,"2026-04-28, 2:15:40:772 PM",2026042801085851
SRLI,34,34,317,393.4,124707.8,"2026-04-28, 2:15:40:772 PM",2026042801085850
SRLI,57,34,10,393.5,3935.0,"2026-04-28, 2:15:40:772 PM",2026042801085849
SRLI,6,34,300,393.5,118050.0,"2026-04-28, 2:15:40:772 PM",2026042801085848
SRLI,32,34,37,393.6,14563.2,"2026-04-28, 2:15:40:771 PM",2026042801085847
SRLI,39,34,38,393.6,14956.8,"2026-04-28, 2:15:40:771 PM",2026042801085846
SRLI,32,34,20,394.0,7880.0,"2026-04-28, 2:15:40:771 PM",2026042801085845
SRLI,21,34,300,394.0,118200.0,"2026-04-28, 2:15:40:771 PM",2026042801085844
SRLI,51,34,83,394.0,32702.0,"2026-04-28, 2:15:40:770 PM",2026042801085843
SRLI,51,11,11,394.0,4334.0,"2026-04-28, 2:15:22:337 PM",2026042801085721
SRLI,51,57,24,394.0,9456.0,"2026-04-28, 2:15:15:696 PM",2026042801085647
SRLI,51,56,12,394.0,4728.0,"2026-04-28, 2:14:49:770 PM",2026042801085499
SRLI,51,3,1070,394.0,421580.0,"2026-04-28, 2:13:54:378 PM",2026042801085049
SRLI,51,18,11,394.0,4334.0,"2026-04-28, 2:10:10:141 PM",2026042801083423
